img_path,label,description
Amsterdam-Landscape/148.jpg,Amsterdam-Landscape,a river filled with lots of trees next to a tall building
Moscow-Landscape/300.jpg,Moscow-Landscape,a cityscape of a city with tall buildings
Hanoi-Landscape/848.jpg,Hanoi-Landscape,a city street filled with lots of street lights
Singapore-landscape/32.jpg,Singapore-landscape,a display of colorful flowers in a flower garden
Amsterdam-Landscape/30.jpg,Amsterdam-Landscape,a person riding a bike next to a lake
Hanoi-Landscape/344.jpg,Hanoi-Landscape,a tall tower with a clock on it's side
Hanoi-Landscape/5.jpg,Hanoi-Landscape,a train traveling down tracks next to a building
Singapore-landscape/237.jpg,Singapore-landscape,a large room filled with lots of tables and chairs
Kyoto-Landscape/951.jpg,Kyoto-Landscape,a red fire hydrant sitting on top of a bridge
Dubai-landscape/237.jpg,Dubai-landscape,a large building with a large white building behind it
Venezia-landscape/21.jpg,Venezia-landscape,a large body of water with a number of boats in it
Maldives-landscape/393.png,Maldives-landscape,a bird flying over a body of water
Newyork-landscape/23.jpg,Newyork-landscape,a city street filled with lots of tall buildings
Kyoto-Landscape/328.jpg,Kyoto-Landscape,an old fashioned picture of a farm house
London-landscape/889.jpg,London-landscape,a river that has some rocks in it
Kyoto-Landscape/585.jpg,Kyoto-Landscape,a staircase leading to a room with red walls
Hanoi-Landscape/731.png,Hanoi-Landscape,a large group of red and white flowers in the middle of a field
Rio-De-Janeiro-Landscape/824.jpg,Rio-De-Janeiro-Landscape,young men playing a game of soccer
Paris-Landscape/629.jpg,Paris-Landscape,a path that leads to a park with trees
Newyork-landscape/437.jpg,Newyork-landscape,a city street filled with lots of cars and trucks
Moscow-Landscape/11.jpg,Moscow-Landscape,a large outdoor area with many tables and chairs
Moscow-Landscape/598.jpg,Moscow-Landscape,a large room with a large clock on the ceiling
Kyoto-Landscape/902.jpg,Kyoto-Landscape,a body of water with buildings and a river
Kyoto-Landscape/923.jpg,Kyoto-Landscape,a mountain range with a mountain range behind it
Kyoto-Landscape/136.jpg,Kyoto-Landscape,a walkway with graffiti painted on it
Hanoi-Landscape/1052.jpg,Hanoi-Landscape,a train traveling down tracks next to a building
Hanoi-Landscape/308.jpg,Hanoi-Landscape,a bicycle is parked near a body of water
Singapore-landscape/436.jpg,Singapore-landscape,a street filled with lots of red umbrellas
Singapore-landscape/835.jpg,Singapore-landscape,a boat is docked at a beach with palm trees
Moscow-Landscape/911.jpg,Moscow-Landscape,a tall clock tower towering over the city of london
Paris-Landscape/563.jpg,Paris-Landscape,a very tall clock tower towering over a city
Roma-Landscape/757.jpg,Roma-Landscape,a large building with a large clock on top of it
Roma-Landscape/97.jpg,Roma-Landscape,a path that leads to a park filled with trees
Sydney-landscape/582.jpg,Sydney-landscape,a large body of water with a bridge over it
Newyork-landscape/214.jpg,Newyork-landscape,a snow covered park bench in the middle of a city
Maldives-landscape/83.jpg,Maldives-landscape,a beach with palm trees and palm trees
Rio-De-Janeiro-Landscape/520.jpg,Rio-De-Janeiro-Landscape,a plane flying through a cloudy sky
Paris-Landscape/935.jpg,Paris-Landscape,a city street filled with lots of umbrellas
Singapore-landscape/746.jpg,Singapore-landscape,a city street filled with lots of tall buildings
Moscow-Landscape/757.jpg,Moscow-Landscape,a city street filled with lots of traffic
Amsterdam-Landscape/6.jpg,Amsterdam-Landscape,a park with a green lawn and a large building
Venezia-landscape/270.jpg,Venezia-landscape,a crowd of people standing in front of a building
Newyork-landscape/966.jpg,Newyork-landscape,a large group of people walking around in a park
London-landscape/597.jpg,London-landscape,a statue of a horse in front of a building
Roma-Landscape/390.jpg,Roma-Landscape,a large pool of water with a penguin swimming in it
Moscow-Landscape/657.jpg,Moscow-Landscape,a large building with a large clock on top of it
Venezia-landscape/919.jpg,Venezia-landscape,a clock tower in front of a large body of water
Sydney-landscape/208.jpg,Sydney-landscape,a sandy beach with palm trees and palm trees
Dubai-landscape/636.jpg,Dubai-landscape,a collage of photos of a person on a skateboard
Dubai-landscape/745.jpg,Dubai-landscape,a snowy mountain range with a plane flying over it
Rio-De-Janeiro-Landscape/262.jpg,Rio-De-Janeiro-Landscape,a large body of water with a cruise ship in the distance
Roma-Landscape/872.jpg,Roma-Landscape,a stone walled building with a steeple on top of it
Kyoto-Landscape/290.jpg,Kyoto-Landscape,a tree filled with lots of leaves next to a river
Singapore-landscape/758.png,Singapore-landscape,a crowd of people walking down a sidewalk
Maldives-landscape/350.jpg,Maldives-landscape,an aerial view of a mountain range
Rabat-landscape/853.jpg,Rabat-landscape,a large building with a large clock on it's side
Roma-Landscape/469.jpg,Roma-Landscape,a large pond with a tree in the middle of it
Roma-Landscape/989.jpg,Roma-Landscape,a street filled with lots of trees and cars
Venezia-landscape/27.jpg,Venezia-landscape,a large body of water with a plane flying over it
Maldives-landscape/224.png,Maldives-landscape,a beach scene with the sun shining on the beach
Newyork-landscape/441.png,Newyork-landscape,a row of trees in front of a building
Paris-Landscape/491.jpg,Paris-Landscape,a city street at night with a clock tower
Singapore-landscape/23.png,Singapore-landscape,people are playing in a park on a sunny day
Dubai-landscape/723.jpg,Dubai-landscape,a train on a track near a body of water
Rabat-landscape/549.jpg,Rabat-landscape,a large building with a large window overlooking a city
Rio-De-Janeiro-Landscape/377.jpg,Rio-De-Janeiro-Landscape,a view from the top of a boat on a mountain
Amsterdam-Landscape/71.jpg,Amsterdam-Landscape,a bike leaning against a fence in a city
Dubai-landscape/760.jpg,Dubai-landscape,a large clock tower in the middle of a city
Hanoi-Landscape/1081.jpg,Hanoi-Landscape,people are walking down the street in front of a store
Hanoi-Landscape/343.jpg,Hanoi-Landscape,a lake filled with lots of water and trees
Hanoi-Landscape/51.png,Hanoi-Landscape,a city at night with skyscrapers in the distance
Rabat-landscape/73.png,Rabat-landscape,a grassy area with lots of trees and buildings
Kyoto-Landscape/679.jpg,Kyoto-Landscape,a large red and white building with trees
Dubai-landscape/541.jpg,Dubai-landscape,a large body of water with a lighthouse
Singapore-landscape/108.jpg,Singapore-landscape,a large cruise ship traveling through a city at night
Sydney-landscape/612.jpg,Sydney-landscape,a large group of tents on top of a grass covered field
Rabat-landscape/142.jpg,Rabat-landscape,a small village with a mountain range
Dubai-landscape/801.jpg,Dubai-landscape,a large building with a sail boat on top of it
Newyork-landscape/307.png,Newyork-landscape,a tree lined street with lots of cars parked in front of it
Amsterdam-Landscape/213.jpg,Amsterdam-Landscape,a person walking down a street next to a tall building
Hanoi-Landscape/1221.jpg,Hanoi-Landscape,a large building with a clock on the front of it
Sydney-landscape/735.jpg,Sydney-landscape,a nighttime view of a city with umbrellas
Rabat-landscape/835.jpg,Rabat-landscape,a city street filled with cars and buildings
Moscow-Landscape/997.jpg,Moscow-Landscape,a large building with a clock on top of it
Rabat-landscape/248.jpg,Rabat-landscape,a herd of animals standing on top of a lush green field
Maldives-landscape/883.jpg,Maldives-landscape,a beach scene with a blue sky and a clear blue sky
Newyork-landscape/372.jpg,Newyork-landscape,a man looking out a window at the water
Amsterdam-Landscape/89.jpg,Amsterdam-Landscape,a little girl standing on a sidewalk next to a fence
Singapore-landscape/960.jpg,Singapore-landscape,a large building with a large clock on the side of it
Newyork-landscape/747.jpg,Newyork-landscape,a city street filled with lots of traffic
Amsterdam-Landscape/632.png,Amsterdam-Landscape,a scenic view of a city with a large body of water
Newyork-landscape/318.jpg,Newyork-landscape,a busy city street at night with cars and pedestrians
Dubai-landscape/480.jpg,Dubai-landscape,a large city with a large clock tower
Venezia-landscape/194.jpg,Venezia-landscape,a mountain range with mountains
Paris-Landscape/20211114_135206.jpg,Paris-Landscape,a city street filled with lots of tall buildings
London-landscape/241.jpg,London-landscape,a park bench near a body of water
Venezia-landscape/767.jpg,Venezia-landscape,a river filled with lots of water next to a building
Hanoi-Landscape/1045.jpg,Hanoi-Landscape,a street scene with people walking down the street
Kyoto-Landscape/500.jpg,Kyoto-Landscape,a flock of sheep standing on top of a lush green field
Rabat-landscape/421.jpg,Rabat-landscape,an aerial view of a train on a train track
Kyoto-Landscape/461.jpg,Kyoto-Landscape,a large building with a clock on top of it
Dubai-landscape/599.jpg,Dubai-landscape,a large body of water with buildings
Venezia-landscape/93.jpg,Venezia-landscape,a large body of water with a bridge over it
Rabat-landscape/211.jpg,Rabat-landscape,a dirt road with palm trees and palm trees
Kyoto-Landscape/424.jpg,Kyoto-Landscape,a stairway leading up to a room with a stone wall
Hanoi-Landscape/930.jpg,Hanoi-Landscape,a large building with a clock on the front of it
Moscow-Landscape/519.jpg,Moscow-Landscape,a large room filled with lots of tables and chairs
Kyoto-Landscape/614.jpg,Kyoto-Landscape,a stairway leading to a room with a bunch of trees around it
Venezia-landscape/848.jpg,Venezia-landscape,a large building with a clock on the front of it
London-landscape/322.jpg,London-landscape,a large building with a clock on the side of it
Maldives-landscape/48.jpg,Maldives-landscape,a beach with palm trees and palm trees
Dubai-landscape/685.jpg,Dubai-landscape,a park with lots of green grass and trees
Newyork-landscape/116.jpg,Newyork-landscape,a row of benches sitting next to a body of water
Paris-Landscape/749.png,Paris-Landscape,a street scene with a bus and a street sign
Rio-De-Janeiro-Landscape/92.jpg,Rio-De-Janeiro-Landscape,a tall building with a clock tower on top of it
Paris-Landscape/715.jpg,Paris-Landscape,a statue of a man sitting on a bench in front of a river
Maldives-landscape/192.jpg,Maldives-landscape,a beach scene with a view of the ocean
Maldives-landscape/129.jpg,Maldives-landscape,a plane that is flying over a body of water
Roma-Landscape/870.jpg,Roma-Landscape,a herd of sheep standing on top of a dirt road
Dubai-landscape/421.jpg,Dubai-landscape,a street scene with people walking down the street
Maldives-landscape/175.jpg,Maldives-landscape,a person on a boardwalk near a dock with a boat
Kyoto-Landscape/489.jpg,Kyoto-Landscape,a bridge over a river with trees
Rabat-landscape/14.jpg,Rabat-landscape,a patio area with a pool and lawn chairs
Newyork-landscape/392.jpg,Newyork-landscape,a train station with a train on the tracks
Roma-Landscape/25.jpg,Roma-Landscape,a large building with a bird perched on top of it
Maldives-landscape/107.jpg,Maldives-landscape,a small boat floating on top of a body of water
Hanoi-Landscape/879.jpg,Hanoi-Landscape,a bridge over a river filled with red and yellow umbrellas
Rio-De-Janeiro-Landscape/864.png,Rio-De-Janeiro-Landscape,a large pool of water in front of a large building
Newyork-landscape/676.jpg,Newyork-landscape,a park bench in front of a tall building
Singapore-landscape/61.jpg,Singapore-landscape,a large body of water with a cruise ship in the distance
Singapore-landscape/745.jpg,Singapore-landscape,a large vase filled with flowers on top of a table
Moscow-Landscape/157.jpg,Moscow-Landscape,a city street with cars parked on the side of the road
Hanoi-Landscape/1007.jpg,Hanoi-Landscape,a statue of a man standing in front of a fire hydrant
Newyork-landscape/613.jpg,Newyork-landscape,a large building with a large clock on top of it
London-landscape/125.jpg,London-landscape,a red double decker bus driving down a street
Kyoto-Landscape/376.jpg,Kyoto-Landscape,a row of red and white walls in a dark room
Rabat-landscape/300.jpg,Rabat-landscape,a display of various types of pottery in a building
Amsterdam-Landscape/917.jpg,Amsterdam-Landscape,a large group of birds flying over a body of water
Newyork-landscape/6.jpg,Newyork-landscape,a large building with a clock on top of it
Amsterdam-Landscape/786.jpg,Amsterdam-Landscape,a large green field with trees and buildings
London-landscape/964.jpg,London-landscape,a large building with a clock on top of it
Roma-Landscape/291.jpg,Roma-Landscape,a road with trees and a street sign
Roma-Landscape/515.jpg,Roma-Landscape,a mountain range with a mountain range and mountains
Amsterdam-Landscape/60.jpg,Amsterdam-Landscape,a river filled with lots of tall buildings next to a large body of water
Newyork-landscape/434.jpg,Newyork-landscape,a park filled with lots of green grass and trees
Maldives-landscape/508.jpg,Maldives-landscape,a beach with palm trees and palm trees
Paris-Landscape/167.jpg,Paris-Landscape,a clock tower in the middle of a park
Paris-Landscape/876.jpg,Paris-Landscape,people walking down a sidewalk in front of a building
Dubai-landscape/939.png,Dubai-landscape,a large building with a clock on the side of it
